domain,crawl_count,use_optimizely,rank
schweigerderm.com,1,0,999773
scienceexchange.com,28,0,308122
sciencemadesimple.com,150,0,451151
scientificamerican.com,117,0,3939
scival.com,3,0,246564
sconti.com,31,0,696192
scope.org.uk,1,0,215279
scorebig.com,31,0,355479
scotch-soda.com,3,0,28713
scotch-soda.com.au,1,0,381284
scottishfriendly.co.uk,31,0,588002
scottmetals.com.au,8,0,776508
scoutalarm.com,26,0,480539
scoutapp.com,39,28,226356
scoutbags.com,31,0,376417
scoyo.com,29,0,82756
scpr.org,79,0,50539
scr.im,7,0,928822
scraperwiki.com,2,0,760350
scratch.com,30,0,352068
scrawnytobrawny.com,4,0,720310
screensteps.com,28,0,459653
scribendi.com,31,0,54424
scriphessco.com,1,0,302299
scrubly.com,22,0,274028
scrubsandbeyond.com,31,0,118198
scrumwise.com,14,0,352606
scti.com.au,2,0,657554
sdl.com,1,0,52988
seabourn.com,2,0,243661
seamless.com,2,2,4461
searchdiscovery.com,11,0,899294
searchenginejournal.com,5,0,13658
searchenginereports.net,6,0,59336
searsoutlet.com,92,89,24008
seatclubturkey.com,31,0,296111
secondlife.com,243,0,1990
secondstreet.com,14,0,163574
secretentourage.com,31,0,188025
secretescapes.com,8,8,22975
secretescapes.de,70,0,37633
secretescapes.se,1,0,359221
secunm.org,1,0,414794
securenet.com,2,0,320571
securepublications.com,4,0,956711
securityguardtraininghq.com,31,0,792339
sedentario.org,34,0,355069
seedinvest.com,28,0,99299
seedmatch.de,30,0,503124
seedprod.com,22,0,113956
seedrs.com,9,0,51614
seeklearning.com.au,31,0,169212
seenthis.net,31,0,439016
seepuertorico.com,29,0,407427
segment.com,95,76,40938
segurosfalabella.cl,24,0,532500
segurosfalabella.com,7,0,574989
seitensprungarea.com,18,0,88580
seiu.org,2,0,518344
sekai-lab.com,29,0,916779
sekillinickyazma.org,4,0,170271
selectquote.com,35,0,300672
selfstorage.com,1,0,192177
sellercrowd.com,4,0,111692
sellmycar.com.au,1,1,746294
sellpoints.com,26,0,403929
semprot.com,42,0,100578
semrush.com,218,0,1885
sendgrid.com,247,231,8635
sendible.com,122,0,68897
sendit.pl,31,0,86186
sendwithus.com,10,0,109863
senhormercado.com.br,31,0,419135
senioradvisor.com,2,0,174881
seniorennet.be,2,0,126739
seniorplace.de,31,0,736886
senseornosense.com,2,0,658739
sensilab.si,1,0,545626
sentieo.com,17,0,159619
seodesignframework.com,10,0,894479
seoguardian.com,31,0,683055
seopack.jp,4,0,73422
seos7.com,11,0,221976
seostation.pl,32,0,135770
seoworkers.com,12,0,317426
serasaexperian.com.br,57,0,72437
serbags.com,1,0,650004
sergiorossi.com,1,0,316525
serif.com,92,0,16682
servedbystadium.com,3,0,485553
serverintellect.com,112,0,191077
serversreview.net,31,0,40845
servicedeskplus.com,1,0,488498
servicem8.com,31,6,114659
serviz.com,15,0,559859
sesamestreet.org,2,0,95192
setia1heri.com,6,0,525473
setmore.com,17,0,31595
sevdesk.de,4,0,72246
seventhavenue.com,2,0,75533
seventhgeneration.com,1,0,198517
sexandsubmission.com,6,0,258264
sexwithemily.com,30,0,494027
sexyandfunny.com,122,0,13335
sfballet.org,155,0,245716
sfgoodwill.org,1,0,813890
sfogliami.it,9,0,336673
sgs-engineering.com,31,0,228555
sgu.edu,30,0,38872
shackelfordfuneraldirectors.com,31,0,519910
shakelaw.com,19,0,369418
shamanicjourney.com,1,0,585365
share-gate.com,30,0,125599
share-wis.com,31,0,196346
sharedesk.net,26,0,377477
sharefaith.com,6,0,29772
sharefile.com,121,0,6580
sharesend.com,10,0,704012
sharethrough.com,36,0,95663
shareyourfreebies.com,30,0,210178
sharpspixley.com,1,0,386474
sharpspring.com,22,0,71303
shedstore.co.uk,1,0,413140
sheetmusicplus.com,97,0,12274
shenyunperformingarts.org,31,0,180643
sherpashare.com,12,0,668172
sherrodbrown.com,20,0,647231
shindig.com,14,0,823032
shinedown.com,25,0,588764
shiply.com,2,0,74125
shippingeasy.com,91,0,14804
shipstation.com,74,0,5384
shiritorigame.com,8,0,853252
shistlbb.com,2,0,485713
shoecarnival.com,62,0,39287
shoemall.com,3,3,79936
shootdotedit.com,1,0,372017
shootinguk.co.uk,1,0,176297
shop-apotheke.com,3,0,4613
shop.ca,20,0,166997
shopacrimony.com,31,0,245340
shopandroid.com,90,0,342004
shopathome.com,10,0,8527
shopbot.ca,216,0,39360
shopbot.com.au,91,0,66411
shopch.jp,83,0,37800
shopdcentertainment.com,2,0,195125
shopgate.com,91,0,71230
shopify.ca,1,0,20481
shopify.co.id,1,0,357190
shopify.co.nz,1,0,528645
shopify.co.uk,1,0,35384
shopify.co.za,1,0,181222
shopify.com,15,0,491
shopify.com.au,1,0,69384
shopify.com.sg,1,0,134200
shopify.in,75,0,28302
shopify.my,1,0,231884
shopkeep.com,61,61,134345
shopkeepapp.com,2,0,70492
shoplet.com,93,0,122514
shopnfc.it,31,0,538284
shopperplus.com,31,0,122428
shoprunner.com,12,0,25680
shoptab.net,28,0,395518
shoreexcursionsgroup.com,23,0,162166
shoretelsky.com,2,0,139211
shots.net,30,0,155813
shoutem.com,61,59,115358
showcase.ca,21,0,169326
showclix.com,6,0,30702
showpo.com,31,0,38630
shrm.org,58,0,17393
shutteractuations.com,11,0,869325
shutterstock.com,258,197,290
shuuemura-usa.com,155,0,143411
shuuemura.ca,2,0,857028
shyp.com,1,0,384555
si.edu,4,0,6424
sideqik.com,11,0,631214
sienaheights.edu,31,0,240366
sierraclub.org,24,24,54923
sierradesigns.com,31,0,170857
sifetbabo.com,1,0,477816
sightandsoundreading.com,20,0,294289
sighthound.com,31,0,308243
signal.co,14,0,169064
signaturehardware.com,59,0,56426
signiant.com,62,0,436803
signifyd.com,14,0,52080
signpost.com,4,0,160556
signs2trade.com,31,0,768812
signsonthecheap.com,1,0,333896
siirkolik.net,31,0,445800
silk.com,2,0,256634
silkair.com,31,0,63003
silkn.com,31,0,286796
sim-karte-gratis.de,6,0,472220
similar-web.jp,16,15,103781
simonandschuster.com,91,0,37252
simonsezit.com,31,0,499822
simple.tv,2,0,947757
simplee.com,31,0,523872
simpleshow.com,2,0,845598
simplesite.com,122,0,11920
simplisafe.com,46,46,30859
simplybridal.com,16,0,983206
simplycook.com,14,0,240206
simplymarketingjobs.co.uk,3,0,371434
simplysalesjobs.co.uk,3,0,518518
simyo.nl,30,10,158270
sincerely.com,13,0,762535
sinemajor.com,31,0,816207
singaporeair.com,4,0,7555
singlegrain.com,1,0,109154
singlehop.com,89,0,125719
singleplatform.com,1,0,12702
singsale.com.sg,12,0,150941
sinhalacartoon.info,6,0,490239
sinhalaelibrary.com,45,0,432865
sinhvienit.net,6,0,26061
sinhvienythaibinh.net,31,0,422983
site-book.net,20,0,203794
sitebuilderreport.com,34,0,114881
sitefinity.com,123,60,82124
siteground.com,10,0,4426
sitelock.com,124,0,57804
sitescout.com,44,0,32763
sitesell.com,65,0,23706
sitnsleep.com,31,0,402697
situado.net,31,0,435695
sixflags.com,6,0,23465
sixflags.com.mx,2,0,168739
sixpackbags.com,1,1,316563
sixt-leasing.de,31,0,163890
sixt.co.uk,22,21,87477
sixt.es,23,23,133509
sixt.fr,134,129,83987
skapiec.pl,8,0,13859
sketchbook.com,21,0,46168
sketchdeck.com,25,0,857405
sketchup.com,4,0,1955
skift.com,88,0,31373
skill-capped.com,1,0,68333
skillcrush.com,36,0,36804
skillet.com,5,0,384325
skillshare.com,92,83,7229
skimfeed.com,1,0,467860
skinit.com,92,0,58881
skinmedix.com,62,0,609640
skisolutions.com,31,0,724149
sknclinics.co.uk,31,0,292777
skoltech.ru,31,0,255459
skullofskill.com,31,0,606929
skyhighnetworks.com,2,0,161811
slamcity.com,155,0,181396
slate.com,8,0,1139
slavensracing.com,24,0,495181
sleeknote.com,17,0,140349
sleepio.com,9,0,330539
slendertone.com,31,0,326311
sleviste.cz,2,0,171309
slh.com,31,0,191527
sli.do,8,0,51781
slickdeals.net,102,0,348
slidebean.com,31,0,58664
sliderocket.com,4,0,625179
slideshop.com,10,0,65663
slingshot.co.nz,27,0,178810
slowtrav.com,31,0,926803
smallpetselect.com,31,0,480760
smartasset.com,18,0,15324
smartbargains.com,30,0,385972
smartcoverletter.com,9,9,458518
smartertravel.com,120,0,23727
smartfares.com,48,0,27895
smartleasing.com.au,1,0,582282
smartrecruiters.com,91,0,6637
smartresumewizard.com,18,18,315084
smartsheet.com,4,0,3172
smartshoot.com,31,0,139609
smartsteuer.de,11,0,82961
smartsurvey.co.uk,31,0,83474
smartthings.com,23,16,12958
smartwool.com,2,0,55463
smartzone.com.br,31,0,301003
smashingboxes.com,13,0,660770
smava.de,31,0,67555
smh.com.au,45,3,2085
smhost.net,2,0,138772
smilegeneration.com,22,0,725396
smitegame.com,11,0,21515
smithsonianjourneys.org,1,0,527258
sms-online.web.id,50,0,423525
smugmug.com,155,0,1313
sn.se,2,0,409249
snagfilms.com,31,0,77537
snapdocs.com,20,0,188082
snapito.com,18,0,272899
snapknot.com,31,0,831607
snaptrip.com,31,0,313454
snapwidget.com,96,0,30107
snowandrock.com,31,0,81876
snowtrex.co.uk,4,0,587497
snowtrex.de,4,0,173808
snowtrex.pl,4,0,411960
sns.sy,29,0,552498
snup.nu,21,0,427552
sober.com,2,0,564246
soccer.com,123,0,27468
socedo.com,16,0,365663
sochafa.com,2,0,762270
socialadr.com,24,0,189379
socialdraft.com,30,0,300728
socialmediaonlineclasses.com,14,0,813308
socialrank.com,61,0,114439
socialtables.com,10,0,110092
socialworklicensemap.com,31,0,482898
society6.com,118,0,4746
sockdreams.com,31,0,103537
sofatutor.com,92,0,28007
sofaworkshop.com,2,0,458805
soffadirekt.se,31,0,783590
softwareadvice.com,6,0,21226
sohoos.com,3,0,816892
solaranlage.de,31,0,137652
solarcity.com,3,0,16209
solardesigntool.com,7,0,337264
sold-out.co.jp,30,0,255647
solden.be,31,0,291820
solesociety.com,120,0,62445
solid-run.com,2,0,300663
sollybaby.com,31,0,439397
solrepublic.com,1,0,266466
somproduct.ro,1,0,120318
songmeanings.com,8,0,8845
sonicelectronix.com,89,0,35176
sonnenuntergang-zeit.de,31,0,550556
sonses.tv,17,0,679157
sony.bg,2,0,499261
sony.co.uk,3,0,17890
sony.com.au,1,0,54988
sony.cz,3,0,276707
sony.de,3,0,30820
sony.dk,1,0,422537
sony.es,3,0,38054
sony.it,1,0,42139
sony.kz,1,0,282771
sony.nl,1,0,189791
sony.no,1,0,523541
sony.pl,1,0,98000
sony.ua,1,0,389252
soompi.com,14,0,2975
sopadre.com,2,0,512550
sorgentenatura.it,31,0,112603
sos-usa.org,31,0,251287
sosyalmedya.co,118,0,102469
soundbetter.com,1,0,95923
soundeffectpack.com,9,0,723556
soundreef.com,4,0,352183
sourcetreeapp.com,8,6,57011
southbeachdiet.com,2,0,300161
southbeachsmoke.com,31,0,662387
southernliving.com,4,0,14718
southtree.com,23,0,342382
southwestvacations.com,3,0,37108
southwestwater.co.uk,1,0,329589
sovereignman.com,15,0,121520
spacesaver.com,2,0,763292
spafinder.com,31,0,146834
spamfighter.com,89,0,143951
spanning.com,24,0,561190
sparefoot.com,59,0,84403
sparenergi.dk,1,0,850498
spareroom.co.uk,6,0,11692
spareroom.com,3,0,104654
sparkfun.com,3,0,6797
sparklebox.org.uk,21,0,418369
sparklestock.com,56,0,556348
sparkpage.com,4,0,850831
sparwelt.de,44,0,25617
speakaboos.com,2,0,390750
specialized.com,91,0,20074
specialolympics.org,31,0,201416
speckproducts.com,122,0,42765
speechbuddy.com,93,0,299308
speedify.com,10,0,101941
speedtest.ir,5,0,165308
speedtest.net,18,0,262
speedyglass.ca,12,12,613598
spelbutiken.se,31,0,129261
speurders.nl,86,0,49643
spherion.com,31,0,244942
sphsubscription.com.sg,1,0,255481
spiceworks.com,97,0,2102
spie.org,31,0,44755
spiedigitallibrary.org,27,0,28861
spies.dk,31,11,244774
spikednation.com,5,0,202967
spin.com,95,0,16670
spinlife.com,31,0,220034
spinnertools.com,2,0,640187
spire.io,1,0,255857
spiritcruises.com,14,0,415674
spirithoods.com,1,0,168731
splashmath.com,2,0,74866
splenda.com,1,0,270692
splendid.com,31,0,176700
splunk.com,90,9,20813
spoofcard.com,16,0,188321
sportbusiness.com,1,0,234427
sportkilt.com,31,0,557049
sportpursuit.com,31,0,27000
sportsgirl.com.au,31,0,98077
sportsmemorabilia.com,30,0,90035
sportwettenvergleich.net,31,0,795806
spot.im,9,0,8415
sprayfoamkit.com,1,0,815593
spredfast.com,7,0,42894
spree.co.za,244,0,17724
springcm.com,31,0,255881
springer.com,118,115,508
sprint.ly,16,0,445824
sproutingphotographer.com,21,0,738173
squaretrade.com,3,0,38920
squeaker.net,2,0,335630
sribu.com,14,0,84149
sribulancer.com,3,0,154616
ssh.com,28,0,45188
stack.com,120,0,27026
stacksocial.com,69,0,19408
stafaband.com,1,0,982642
staffsquared.com,2,0,414834
stampcommunity.org,30,0,641653
stand.org,1,0,801082
standvirtual.com,66,0,16480
stankiewicze.com,31,0,923005
star7arab.com,93,0,58579
starbucks.com,8,7,2574
starbucks.com.tr,1,0,328601
starcasino.it,134,0,226799
starin.biz,31,0,978080
starkey.com,31,0,90317
starkjobs.com,31,0,803499
starofservice.com,42,0,31044
starstable.com,74,0,16964
startkabel.nl,24,0,629523
startrek.com,86,0,41982
startupdigest.com,11,0,249211
statman.info,31,0,393342
statuso.ru,2,0,255267
statuspage.io,6,6,33876
statwing.com,4,0,224163
stdcheck.com,31,31,80084
stdtestexpress.com,1,0,107876
stealthseminar.com,16,0,198602
steeda.com,31,0,291711
steelorbis.com,6,0,130462
steepandcheap.com,65,0,11673
stellamccartney.com,2,0,48789
stellar.org,3,0,62586
stereogum.com,82,0,10888
steuerkanzlei.co.uk,58,0,902740
stevegjones.com,1,0,657626
stevenalanoptical.com,3,0,923232
stevespanglerscience.com,31,0,62883
stickermule.com,2,0,28587
stickersmurali.com,6,0,645709
stickyalbums.com,5,0,378648
stilnest.com,1,0,192992
stio.com,2,0,258069
stitchfix.com,16,3,7645
stjude.org,8,0,49797
stopbullying.gov,1,0,104373
storagepost.com,1,0,766949
storel.se,2,0,542080
storenvy.com,122,0,9121
stores.jp,84,0,17224
stormpath.com,8,0,72103
storquest.com,28,0,515730
storybots.com,12,11,397591
storyofstuff.org,2,0,230424
straighterline.com,30,0,79100
stratford.edu,1,0,362258
strava.com,40,0,1318
strawberrysingh.com,28,0,361234
strayer.edu,46,0,39443
straytravel.com,31,0,590440
street-academy.com,31,0,59789
street-one.de,61,0,85478
strikingly.com,48,0,12321
stringsandbeyond.com,15,0,201730
stripersonline.com,30,0,86709
stripvidz.com,31,0,323220
stromio.de,12,0,66675
structure.io,9,0,217176
studentdebtrelief.us,1,0,402873
studentkortet.se,2,0,111330
studentscholarshipsearch.com,31,0,777837
studienkreis.de,31,0,85061
studyinnewzealand.govt.nz,2,0,176267
studymode.com,5,0,12056
studypoint.com,10,0,128576
stuff.tv,115,0,15820
stumbleupon.com,65,0,1436
stussy.com,32,0,35016
stussy.com.au,2,0,480369
stussy.com.tw,1,0,468390
stylebook.de,90,0,30355
stylecaster.com,68,0,9152
styleforum.net,91,0,21120
subaru.com.au,29,0,140455
subeta.net,7,0,97127
subito.it,182,0,824
sublimetexttips.com,2,0,822254
sueddeutsche.de,164,0,2267
sugarsync.com,86,0,56474
sugartrends.com,19,18,738432
suggest-url.net,90,0,569965
sultangazi.bel.tr,31,0,642838
sumall.com,34,3,97950
sumitomo-rd-mansion.jp,14,0,161084
sumofus.org,39,39,36714
sumppumpsdirect.com,31,0,375579
sumup.co.uk,2,0,427403
sumup.com,2,0,52182
sumup.com.br,2,0,138182
sumup.de,2,0,386690
sundancecatalog.com,93,93,64756
sundaytimeswineclub.co.uk,31,0,434511
sunjets.be,1,0,142065
sunlighten.com,31,0,433909
sunny.co.uk,150,0,190668
sunnyusenet.com,10,10,801205
sunrun.com,14,0,126108
sunset.com,58,1,58625
sunvalley.com,51,0,295970
suomi24.fi,118,0,11259
superbreak.com,1,1,148573
superbrinquedos.com.br,31,0,874520
superredundant.com,10,0,173580
supertrash.com,31,0,993568
support.com,80,0,165923
suprafootwear.com,16,0,108500
supreme.de,16,0,723214
surepayroll.com,3,0,82269
surfair.com,11,0,185303
surfeasy.com,29,0,101096
surfingbird.ru,10,0,17072
surfline.com,11,0,11094
surfstitch.com,87,0,23001
surplex.com,31,0,55319
surveypal.com,22,0,160994
suzannesomers.com,4,0,872304
svadba.com,29,0,280423
svd.se,78,0,9366
svenskfast.se,3,0,43730
svyaznoy.ru,117,0,3550
swan.sk,2,0,250304
swap.com,31,0,56895
swedol.se,1,0,182323
sweepstakesalerts.com,45,0,162199
sweetiq.com,28,0,834595
sweetpeasandsaffron.com,1,0,123807
swell.com,32,0,72251
swiftcover.com,31,0,304471
swimuniversity.com,1,0,211141
switchboardhq.com,25,0,322656
switchfoot.com,2,0,805615
switchvideo.com,31,0,814155
switzersuperreport.com.au,30,0,977272
swooneditions.com,1,1,101071
swr.de,3,3,14302
swrfernsehen.de,1,1,148204
sydneyaquarium.com.au,31,0,648152
sydneyoperahouse.com,2,0,113393
sylvane.com,155,0,168880
syncplicity.com,1,0,130261
synonym.com,16,0,7366
synoptik.se,1,0,509309
synthesio.com,31,0,98523
syntra-ab.be,2,0,711868
synup.com,50,0,172897
sysaid.com,31,29,139683
sysaidit.com,2,0,127048
sysla.no,1,0,105621
t-nation.com,245,0,3411
t-shock.eu,31,0,291297
t3n.de,8,0,11565
t4g.com,2,0,833753
tablotala.com,8,0,944700
tagcrowd.com,3,0,147969
tagkast.com,30,0,774020
tagplus.com.br,13,0,237945
tagusbooks.com,2,0,187369
takelessons.com,93,0,24219
takepart.com,96,0,96023
takipi.com,1,0,163627
takkle.com,17,0,555408
tala.ir,2,0,46728
talentclue.com,21,0,50195
talentlms.com,85,0,35418
talkingstickresort.com,29,0,494244
tanga.com,89,0,26860
tanyaburr.co.uk,1,0,519619
tapclicks.com,12,0,115892
tapdaq.com,13,0,899480
tapinfluence.com,18,0,69611
tappi.org,31,0,364123
targetdry.com,1,0,765768
targetoptical.com,2,0,129905
targusinfo.com,1,0,748815
taringa.net,230,0,382
tarocash.com.au,4,0,234434
tas-consultoria.com,29,0,863060
taser.com,9,0,301632
taskworld.com,15,0,28189
tastebuds.fm,9,0,104937
tastesofchicago.com,1,1,339033
tastingroom.com,13,0,248295
tatcha.com,31,0,117327
tate.org.uk,93,0,18969
tatil.com,31,0,94160
tauck.com,31,0,260535
taurusdirectory.com,24,0,376294
tausendkind.ch,30,0,224620
tawkify.com,13,13,215748
taxify.eu,30,0,79142
taxjar.com,31,0,66533
taylormadegolf.com,4,4,114839
tazemasa.com,31,0,507499
tceh.com,5,0,521068
tcm.com,89,0,21237
tcsworldtravel.com,1,0,871639
tdc.dk,16,0,196803
tdstelecom.com,5,0,200077
teach.com,31,31,106579
teacherjournal.com.ua,1,0,246128
teachforamerica.org,2,0,62810
teachyourmonstertoread.com,18,0,58585
teamgantt.com,89,0,32708
teamsnap.com,70,0,13726
teamspeak3.com,12,0,134468
tech2tech.fr,1,0,138150
techcrunch.cn,2,0,86373
techloco.co.jp,2,0,167505
techniquesdemeditation.com,31,0,391997
technologyadvice.com,31,0,82941
technotipz.com,31,0,955624
technovationchallenge.org,10,0,460691
techproresearch.com,31,30,317554
techrepublic.com,28,28,3410
techwillsaveus.com,25,0,320544
tedk12.com,6,0,14632
tedox.de,31,0,123083
teenshealth.org,1,0,268022
teespring.com,119,117,3911
teh-stroy.ru,60,0,879854
tek.com,1,0,46512
teknolojipazar.com,78,0,161605
teknosa.com,111,0,10099
tele2.at,1,0,168707
teleadhesivo.com,3,0,196846
telefleurs.fr,31,0,578520
telegraph.co.uk,371,261,423
telekom-profis.de,19,0,583791
teleone.in,62,0,374618
telerik.com,121,4,7574
telestream.net,72,0,29559
teletextholidays.co.uk,31,0,165047
telfort.nl,91,67,55354
telluride.com,31,0,432449
telmore.dk,3,0,101371
telogis.com,31,0,203495
telstra.com.au,219,0,4439
templates4all.com,31,0,963784
tenderfilet.com,2,0,922778
tendersontime.com,31,0,995126
tennis-point.com,31,0,270395
tennis-point.de,59,0,177004
tennis-point.es,31,0,543541
tennis-point.fr,31,0,375040
tennis-point.it,31,0,322216
tenniswarehouse.com.au,31,0,354380
tenscores.com,10,0,614658
tepwireless.com,4,0,357982
terapeak.cn,25,0,169196
terapeak.co.uk,30,0,819401
terapeak.com,119,0,14324
terapeak.jp,25,0,273489
terryberry.com,31,0,535308
testamento.fr,5,0,523397
tested.com,78,0,32820
testive.com,21,0,384400
testlio.com,28,0,232407
textbooks.com,26,26,72441
textmarks.com,2,0,447803
tgju.org,69,0,3570
tgo-tv.se,2,0,56898
thaicar.com,1,0,484415
thaliacapos.com,2,0,231031
thalmic.com,12,0,438653
thaythuoccuaban.com,3,0,322869
theage.com.au,66,4,4714
thealzheimerssite.com,1,1,902476
theanimalrescuesite.com,8,8,46400
thearrivals.com,2,0,122345
theartofcharm.com,2,0,59224
theartstack.com,31,0,129460
theautismsite.com,1,1,286142
theawesomer.com,81,0,27222
thebagster.com,24,0,243320
thebase.in,116,0,8797
thebedwarehousedirect.com,3,0,924677
thebestbinaryoptionsbrokers.net,1,0,521412
theblogpress.com,14,0,219984
theboardgamefamily.com,31,0,671821
thebookpatch.com,14,0,324224
thebookpeople.co.uk,45,0,52110
thebossgroup.com,31,0,377377
thebreastcancersite.com,3,3,198128
thebump.com,16,16,15070
thecarconnection.com,69,0,24629
thechainsmokers.com,8,0,653528
thechive.com,13,0,2687
thechivery.com,4,0,86226
thecloakroom.nl,1,0,782960
theclymb.com,111,0,35918
thecorner.com,6,0,238686
thecoupon.co,2,0,114541
thecouponscoop.com,8,0,352364
thedailybeast.com,186,0,1087
thedailycat.com,28,0,886264
thediabetessite.com,1,1,487278
theeasyloansite.com,4,0,197702
thefashionspot.com,56,0,24026
thefeelgoodlifestyle.com,28,0,728377
thefield.co.uk,31,0,342520
thefirefly.com,12,0,317934
thefork.com,27,0,78500
thefork.com.br,1,0,461191
thefoundry.co.uk,12,0,66405
thefragranceshop.co.uk,155,0,65659
thefrisky.com,70,0,42294
thefruitcompany.com,7,0,591474
thefryecompany.com,214,0,39548
thefurnish.ru,155,0,174465
thegazette.com,62,0,44971
thegoodguys.com.au,75,0,16957
theharvardshop.com,1,0,347140
thehealthcoachgroup.com,21,0,678457
thehkhub.com,2,0,404010
thehonestkitchen.com,31,0,185707
thehospitalgroup.org,31,0,740550
thehouseofmarley.com,29,0,247145
thehungersite.com,1,1,119637
theinformation.com,31,30,80072
theinsolestore.com,106,0,257048
thejobnetwork.com,5,0,140094
thekidsdidit.com,30,0,509818
theknot.com,28,24,3337
theladders.com,124,0,16232
thelampstand.com,31,0,457727
thelancet.com,3,0,16290
thelawofattraction.org,2,0,893071
theleadmagnet.com,16,0,184165
theline.com,31,0,150928
thelotter.com,130,0,40174
thematinggrounds.com,2,0,939803
themeparks.com.au,1,0,292979
themisbar.com,66,0,106694
themoderntog.com,13,0,186621
themortgagereports.com,2,0,124351
themotley.com,15,0,674293
thenation.com,52,0,15454
thenewcivilrightsmovement.com,29,0,153553
thenextweb.com,160,0,4259
thenounproject.com,124,0,6013
theonion.com,153,0,3483
theonlinedogtrainer.com,23,0,280739
theoutlet24.com,31,0,304405
thepapermillstore.com,29,0,131220
theparagon.com,31,0,368533
thepetitionsite.com,112,112,15977
theplunge.com,31,0,529909
therainforestsite.com,7,7,516328
theralphretort.com,13,0,629647
theredpin.com,2,0,304420
therocketcompany.com,2,0,902046
therooststand.com,15,0,487282
theroot.com,93,0,4943
thescene.com,8,0,219411
theserverside.com,31,3,78430
thesims3.com,93,78,31160
theskimm.com,10,0,71380
thesnugg.com,31,0,449143
thesocialms.com,1,0,216221
thesource.ca,3,0,20913
thesouthkoreatravelguide.com,20,0,951502
thespicehouse.com,21,0,141517
thesportshq.com,31,0,679795
thestagcompany.com,31,0,713997
thestorefront.com,30,0,222991
thestudentroom.co.uk,117,0,5173
thetileapp.com,90,71,31925
thetrackr.com,3,3,71736
thetruckersreport.com,2,0,84344
theveglife.com,31,0,400173
theveteranssite.com,4,4,206794
thewatchery.com,1,0,985385
theymightbegiants.com,8,0,435194
thingsthatmakepeoplegoaww.com,31,0,391415
thinkbroadband.com,92,0,74202
thinkcerca.com,31,0,188834
thinkful.com,6,0,94558
thinkfun.com,2,0,201327
thinkhr.com,2,0,266435
thinkific.com,11,0,10776
thinkprogress.org,111,0,6921
thinksimplenow.com,9,0,792373
thinkstockphotos.ae,1,0,770859
thinkstockphotos.ca,1,0,160350
thinkstockphotos.co.uk,2,0,83706
thinkstockphotos.com,4,0,32627
thinkstockphotos.com.au,1,0,336353
thinkstockphotos.com.pt,1,0,648688
thinkstockphotos.de,3,0,213389
thinkstockphotos.es,1,0,139773
thinkstockphotos.fr,1,0,165330
thinkstockphotos.in,1,0,210283
thinkstockphotos.jp,1,0,886586
thirdsector.co.uk,1,0,188912
thirtyminutesormore.com,6,0,720140
thisdayinmusic.com,30,0,121998
thisisindexed.com,6,0,517593
thisiswhyimbroke.com,92,0,9791
thisoldhouse.com,33,0,21801
thisweekfordinner.com,31,0,773982
thitruongmiennam.com,31,0,726059
thomascook.be,3,0,171133
thomascook.com,83,0,32760
thomascook.de,61,0,84020
thomasdigital.com,31,0,691326
thomsondirectory.com,14,0,662724
thomsonreuters.com.au,1,0,284071
thoughtworks.com,92,0,46812
threadless.com,90,3,11732
threadsforthought.com,31,0,385094
thredup.com,14,0,15409
thrifty.com.au,31,0,163002
thrively.com,22,0,328811
ti.com,123,0,3257
ti.com.cn,10,0,18195
tiberiumalliances.com,12,0,21804
ticket.dk,15,0,374755
ticketarena.co.uk,31,0,208600
ticketbis.de,1,0,308887
ticketfly.com,4,0,4115
ticketleap.com,121,0,36671
ticketmaster.com.mx,93,0,16282
ticketmaster.ie,1,0,24155
ticketprinting.com,31,0,185764
ticketscript.com,56,0,93209
ticketspice.com,31,0,152793
ticketstothecity.com,1,0,578480
tickld.com,80,0,27813
tictail.com,6,0,12923
tiendanube.com,72,0,101229
tifwe.org,1,0,218182
tij.co.jp,6,0,103380
tijd.be,69,0,22666
tikads.com,9,0,176931
tiki.vn,54,0,7901
tilkee.fr,25,0,628978
tilt.com,87,0,387063
timecenter.com,31,0,447638
timesprayer.com,31,0,39529
timothysykes.com,12,0,76179
tinfoilsecurity.com,10,10,541288
tingo.com,2,0,953304
tintup.com,6,0,144028
tinytorch.com,10,0,500366
tipa.eu,3,0,142370
tipgol.com,27,0,475520
tipico.com,17,0,41188
tipico.de,32,0,2398
tippenakademie.de,19,0,238701
tipsyelves.com,31,0,36007
tiqets.com,31,0,65632
tirendo.de,90,0,73331
tirendo.nl,60,0,500198
tischler-schreiner.org,31,0,953812
titlemax.com,31,0,390298
tivo.com,120,0,36088
tix.nl,1,0,233736
tjareborg.fi,60,17,163396
tm.org,13,0,107118
tmi-comic.com,13,0,345404
tnuck.com,1,0,164259
toctoc.com,13,0,134248
today.com,85,0,3347
toesox.com,62,0,627278
tokbox.com,31,29,110834
tokyoshop.es,1,0,695085
tollbrothers.com,1,1,79770
tom-tailor.at,31,0,337814
tom-tailor.eu,31,0,298178
tompetty.com,30,0,251664
toms-car-hifi.de,7,0,394999
tomsbiketrip.com,22,0,569729
tonightsgirlfriend.com,24,1,43636
tonneaucoversworld.com,5,0,347022
tonybianco.com.au,31,0,102810
tonyevans.org,2,0,254427
tonyrobbins.com,8,8,23699
toofaced.com,31,0,35534
toolbox.com,65,0,46998
toolnut.com,31,0,171871
toolup.com,1,0,192806
toothpastefordinner.com,7,0,154869
top10bestwebsitebuilders.co.uk,7,0,745444
