domain	price	experiment_id	audience_id
deluxe.com	$	10192886164	
deluxe.com	$	9725852028	
deluxe.com	price	9725852028	
carrentals.com	$	9834332202	9861744068
hotwire.com	sale	10167530085	
pge.com	$	8629712236	8631741362
cookinglight.com	$	10159070214	
cookinglight.com	price	10159070214	
health.com	$	10163898606	
newrelic.com	sale	10189685437	
statuspage.io	price	8429700139	8236091357
statuspage.io	price	8429700139	9627700832
rocketlawyer.com	sale	9659810043	8579723028
nytimes.com	$	10028310450	7814230912
nytimes.com	$	10028310450	6992450319
nytimes.com	$	10028310450	8413422098
nytimes.com	$	10028310450	9925984026
nytimes.com	$	10156832788	7814230912
nytimes.com	$	10156832788	6992450319
nytimes.com	$	10156832788	8413422098
nytimes.com	$	10156832788	10171196625
nytimes.com	$	9450500834	7814230912
nytimes.com	$	9450500834	6992450319
nytimes.com	$	9450500834	8413422098
nytimes.com	$	9450500834	9030630106
nytimes.com	$	9996931686	7814230912
nytimes.com	$	9996931686	6992450319
nytimes.com	$	9996931686	8413422098
nytimes.com	$	9996931686	9971023501
nytimes.com	$	9996931686	9030630106
nytimes.com	sale	10187020489	10187050356
nytimes.com	sale	10187020489	6992450319
nytimes.com	sale	10187020489	8744757005
nytimes.com	sale	10187020489	10164791355
nytimes.com	sale	10187020489	10163941279
nytimes.com	sale	8294240258	8281592112
nytimes.com	sale	8294240258	7209740780
nytimes.com	sale	8294240258	6992450319
nytimes.com	sale	8294240258	8325672904
nytimes.com	sale	8294240258	9030630106
nytimes.com	sale	8788525765	6992450319
nytimes.com	sale	8788525765	8744757005
nytimes.com	sale	8788525765	7766836784
nytimes.com	sale	9271651486	7814230912
nytimes.com	sale	9271651486	6992450319
nytimes.com	sale	9271651486	8421381989
nytimes.com	sale	9271651486	9030630106
atlassian.com	price	8429700139	8236091357
atlassian.com	price	8429700139	9627700832
airasia.com	sale	9012633020	
airasia.com	price	8325605008	8369623235
airasia.com	price	9778270982	3520726101
airasia.com	price	9778270982	9623340928
ashford.edu	price	9416391337	
smh.com.au	$	10275771967	10271771268
smh.com.au	$	8311175088	6935330538
smh.com.au	$	8342720910	6935330538
smh.com.au	$	8406510740	8310357103
smh.com.au	$	8415333108	8310357103
smh.com.au	$	8730361770	8499074534
smh.com.au	$	8738941745	8499074534
smh.com.au	$	8923931320	8935640848
smh.com.au	$	8925711754	8928531977
smh.com.au	$	8927041414	8933201442
smh.com.au	$	8927561181	8923941867
smh.com.au	$	8927931233	8932211841
smh.com.au	$	8928741532	8927341751
smh.com.au	$	8929230274	8930122292
smh.com.au	$	8929411681	8931251911
smh.com.au	$	8929861173	8934361329
smh.com.au	$	8929861181	8925941394
smh.com.au	$	8930530910	8932590762
smh.com.au	$	8930591792	8931611087
smh.com.au	$	8933301620	8930591791
smh.com.au	$	8934162179	8933460649
smh.com.au	$	8935151535	8933401026
smh.com.au	$	8936140639	8929660855
smh.com.au	$	8936511225	8928091852
smh.com.au	$	8938132268	8934141188
smh.com.au	$	8938151143	8922081354
smh.com.au	$	8940161155	8935401346
smh.com.au	price	8313455137	5038752116
smh.com.au	price	8314394480	8315860130
smh.com.au	price	8319153247	5867850117
smh.com.au	price	8338752574	8315860130
smh.com.au	price	8339760542	5867850117
smh.com.au	price	8344460437	5038752116
smh.com.au	price	8634486195	8673780558
smh.com.au	price	8635207755	8636506226
smh.com.au	price	8923931320	8935640848
smh.com.au	price	8925711754	8928531977
smh.com.au	price	8927041414	8933201442
smh.com.au	price	8927561181	8923941867
smh.com.au	price	8927931233	8932211841
smh.com.au	price	8928741532	8927341751
smh.com.au	price	8929230274	8930122292
smh.com.au	price	8929411681	8931251911
smh.com.au	price	8929861173	8934361329
smh.com.au	price	8929861181	8925941394
smh.com.au	price	8930530910	8932590762
smh.com.au	price	8930591792	8931611087
smh.com.au	price	8933301620	8930591791
smh.com.au	price	8934162179	8933460649
smh.com.au	price	8935151535	8933401026
smh.com.au	price	8936140639	8929660855
smh.com.au	price	8936511225	8928091852
smh.com.au	price	8938132268	8934141188
smh.com.au	price	8938151143	8922081354
smh.com.au	price	8940161155	8935401346
eatfeastly.com	price	8271030564	8270306098
eatfeastly.com	price	8271030564	7819730779
digikey.com	sale	10136760650	9501431210
loveholidays.com	price	10191101772	8251645407
ingenio.com	sale	10076159812	
ingenio.com	price	10076159812	
berlinpass.com	price	10308010752	
telegraph.co.uk	price	9858927263	
edx.org	$	8254051035	
allstate.ca	$	10204930014	8511941784
allstate.ca	$	8512831409	8520080660
allstate.ca	$	8515663844	8459525713
people.com	$	10191980357	
people.com	$	8786237304	9826801791
people.com	$	9058641531	9063941577
people.com	$	9634291407	9826801791
people.com	$	9829191414	9823070913
people.com	$	9833411696	9823070913
people.com	$	9836211426	9823070913
people.com	$	9989622090	9178935770
teespring.com	$	8233855818	
teespring.com	$	8243926109	
teespring.com	$	8252296393	
teespring.com	$	8273240530	
teespring.com	$	8329544925	
teespring.com	$	8379894795	
teespring.com	$	8380911522	
teespring.com	$	8380962959	
teespring.com	$	8381402354	
teespring.com	$	8382351395	
teespring.com	$	8385162967	
teespring.com	$	8402011730	
teespring.com	$	8406540770	
teespring.com	$	8407690099	
teespring.com	$	8460615382	
teespring.com	$	8627737854	
teespring.com	sale	8252296393	
teespring.com	price	8175876528	
teespring.com	price	8243926109	
teespring.com	price	8252296393	
teespring.com	price	8329544925	
teespring.com	price	8377833810	
teespring.com	price	8379894795	
teespring.com	price	8380911522	
teespring.com	price	8380962959	
teespring.com	price	8381402354	
teespring.com	price	8382351395	
teespring.com	price	8385162967	
teespring.com	price	8402011730	
teespring.com	price	8406540770	
teespring.com	price	8407690099	
comparis.ch	price	10239075607	10090480022
mycase.com	$	8682361599	
kink.com	$	9018541692	9015511391
kink.com	$	9437652157	9439223063
kink.com	$	9832622719	9839371929
gelifesciences.com	$	10013558441	9727782472
tawkify.com	$	9732825192	
theknot.com	$	8312611128	
theknot.com	price	8291181336	
vapeworld.com	$	10110350526	2850361366
vapeworld.com	$	8546460390	
vapeworld.com	$	9500870805	2865810160
vapeworld.com	sale	8442501495	2865810160
vapeworld.com	sale	8443491587	2850361366
vapeworld.com	price	10110350526	2850361366
vapeworld.com	price	10172530150	
vapeworld.com	price	10238395473	
vapeworld.com	price	10309590552	
vapeworld.com	price	8581191438	
vapeworld.com	price	8792732859	
vapeworld.com	price	9500870805	2865810160
ezibuy.com	$	10157053302	4464051208
mixbook.com	price	9183910399	
toryburch.com	price	9868475045	8448714388
toryburch.com	price	9868475045	8614191147
airnewzealand.co.nz	sale	8674852084	
airnewzealand.co.nz	price	8674852084	
romeandvaticanpass.com	price	10308010752	
hipchat.com	price	8429700139	8236091357
hipchat.com	price	8429700139	9627700832
kaptest.com	$	10195156455	
kaptest.com	$	10196265460	
kaptest.com	$	10279474681	
kaptest.com	$	8779945023	
kaptest.com	$	9496970261	
kaptest.com	$	9513830572	
kaptest.com	$	9865261267	
kaptest.com	sale	10195156455	
kaptest.com	sale	9865261267	
kaptest.com	price	10195156455	
kaptest.com	price	10196265460	
kaptest.com	price	10279474681	
kaptest.com	price	8779945023	
kaptest.com	price	9496970261	
kaptest.com	price	9513830572	
kaptest.com	price	9865261267	
uber.com	$	8785950307	8638241432
sourcetreeapp.com	price	8429700139	8236091357
sourcetreeapp.com	price	8429700139	9627700832
policygenius.com	$	10246545333	10197320704
policygenius.com	$	10292800034	10258136020
policygenius.com	$	10300180005	10279323027
cvent.com	$	9263744746	7769940621
cvent.com	sale	9263744746	7769940621
parispass.com	price	10308010752	
